,poisonous,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-color,ring-number,ring-type,spore-print-color,population,habitat
5711,0,f,s,others,t,n,f,c,b,w,e,?,s,s,w,w,w,others,e,w,c,others
5712,1,f,s,others,t,f,f,c,b,h,t,b,s,s,w,w,w,o,p,h,v,g
5713,1,x,y,e,f,y,f,c,n,b,t,?,k,k,w,p,w,o,e,w,v,p
5714,0,f,y,w,f,n,f,c,n,u,e,?,s,others,w,w,w,o,others,h,v,d
5715,0,x,y,others,t,n,f,c,b,w,e,?,s,s,w,others,w,others,e,w,c,others
5716,1,x,s,others,t,f,f,c,b,p,t,b,s,s,w,w,w,o,p,h,v,u
5717,1,k,others,w,t,n,f,w,n,w,e,b,s,s,w,w,w,o,p,w,c,l
5718,1,f,s,g,t,f,f,c,b,p,t,b,s,s,w,w,w,o,p,h,s,g
5719,1,x,y,n,f,s,f,c,n,b,t,?,s,s,p,w,w,o,e,w,v,p
5720,0,k,s,e,t,n,f,c,b,w,e,?,s,s,w,w,w,others,e,w,c,others
5721,1,x,y,n,f,y,f,c,n,b,t,?,k,s,p,w,w,o,e,w,v,d
5722,1,x,y,n,f,s,f,c,n,b,t,?,s,s,w,w,w,o,e,w,v,p
5723,1,f,s,w,t,f,f,c,b,h,t,b,others,others,w,w,w,o,p,h,s,g
5724,0,f,s,e,t,n,f,c,b,others,e,?,s,s,w,others,w,others,e,w,c,others
5725,1,f,s,others,t,f,f,c,b,p,t,b,s,s,w,w,w,o,p,h,s,g
5726,1,others,s,w,t,n,f,c,b,others,e,b,s,s,w,w,w,others,p,others,v,others
5727,0,f,others,n,f,n,f,w,n,w,e,b,others,s,w,n,w,o,e,w,v,l
5728,1,f,s,g,t,f,f,c,b,p,t,b,s,s,w,w,w,o,p,h,v,u
5729,1,x,s,w,t,f,f,c,b,h,t,b,s,s,w,w,w,o,p,h,v,g
5730,1,f,y,y,f,f,f,c,b,p,e,b,k,k,p,n,w,o,others,h,v,g
5731,0,x,s,others,t,n,f,c,b,others,e,?,s,s,others,w,w,others,e,w,c,others
5732,0,f,y,n,t,n,f,c,b,w,e,?,s,s,others,w,w,others,e,w,c,others
5733,0,x,y,others,f,n,f,c,n,u,e,?,s,others,w,w,w,o,others,h,v,d
5734,0,k,s,others,t,n,f,c,b,others,e,?,s,s,others,others,w,others,e,w,c,others
5735,1,x,s,w,t,f,f,c,b,h,t,b,s,others,w,w,w,o,p,h,v,u
5736,1,x,y,n,f,y,f,c,n,b,t,?,s,k,p,w,w,o,e,w,v,d
5737,0,x,y,others,t,n,f,c,b,w,e,?,s,s,others,others,w,others,e,w,c,others
5738,1,f,y,w,t,n,f,c,b,w,e,b,s,s,w,w,w,others,p,others,v,g
5739,1,f,s,others,t,f,f,c,b,w,t,b,s,others,w,w,w,o,p,h,s,u
5740,1,x,s,g,t,f,f,c,b,p,t,b,s,s,w,w,w,o,p,h,v,g
5741,0,k,s,n,t,n,f,c,b,w,e,?,s,s,w,w,w,others,e,w,c,others
5742,1,f,s,g,t,f,f,c,b,p,t,b,s,others,w,w,w,o,p,h,s,g
5743,0,k,y,others,t,n,f,c,b,others,e,?,s,s,others,others,w,others,e,w,c,others
5744,1,f,y,others,t,n,f,c,b,g,e,b,s,s,w,w,w,others,p,others,v,others
5745,1,x,y,n,f,s,f,c,n,b,t,?,k,s,p,w,w,o,e,w,v,d
5746,1,f,y,y,f,f,f,c,b,g,e,b,k,k,p,n,w,o,others,h,v,p
5747,1,x,s,others,t,f,f,c,b,w,t,b,others,others,w,w,w,o,p,h,s,u
5748,0,k,others,others,f,n,f,w,n,w,e,b,s,others,w,n,w,o,e,w,v,l
5749,1,f,s,g,t,f,f,c,b,p,t,b,s,others,w,w,w,o,p,h,v,u
5750,1,f,s,w,t,f,f,c,b,w,t,b,others,s,w,w,w,o,p,h,v,g
5751,1,others,s,others,t,n,f,c,b,others,e,b,s,s,w,w,w,others,p,others,v,others
5752,1,others,s,others,t,n,f,c,b,others,e,b,s,s,w,w,w,others,p,others,v,g
5753,1,f,s,w,t,f,f,c,b,w,t,b,s,others,w,w,w,o,p,h,s,g
5754,0,x,y,n,t,n,f,c,b,w,e,?,s,s,w,others,w,others,e,w,c,others
5755,1,x,y,n,f,s,f,c,n,b,t,?,s,k,w,w,w,o,e,w,v,l
5756,1,x,y,g,f,f,f,c,b,g,e,b,k,k,b,n,w,o,others,h,v,g
5757,0,x,s,others,t,n,f,c,b,w,e,?,s,s,w,w,w,others,e,w,c,others
5758,1,x,y,n,f,f,f,c,n,b,t,?,k,s,w,w,w,o,e,w,v,l
5759,1,x,s,others,t,f,f,c,b,p,t,b,s,s,w,w,w,o,p,h,s,u
5760,1,f,s,others,t,n,f,c,b,g,e,b,s,s,w,w,w,others,p,others,v,g
5761,1,x,y,n,f,y,f,c,n,b,t,?,k,s,w,p,w,o,e,w,v,l
5762,1,x,s,w,t,f,f,c,b,h,t,b,others,others,w,w,w,o,p,h,v,u
5763,1,f,s,w,t,f,f,c,b,h,t,b,s,s,w,w,w,o,p,h,v,u
5764,0,f,y,others,f,n,f,c,n,u,e,?,s,others,w,w,w,o,others,h,y,d
5765,1,f,s,w,t,f,f,c,b,h,t,b,others,s,w,w,w,o,p,h,s,g
5766,1,f,s,w,t,f,f,c,b,p,t,b,others,s,w,w,w,o,p,h,s,u
5767,0,x,y,w,f,n,f,c,n,u,e,?,s,others,w,w,w,o,others,h,v,d
5768,1,x,y,n,f,s,f,c,n,b,t,?,s,k,p,p,w,o,e,w,v,d
5769,0,k,y,others,t,n,f,c,b,w,e,?,s,s,w,w,w,others,e,w,c,others
5770,1,x,y,n,f,f,f,c,n,b,t,?,k,k,p,w,w,o,e,w,v,d
5771,1,x,y,n,f,y,f,c,n,b,t,?,k,k,p,p,w,o,e,w,v,l
5772,1,x,s,others,t,f,f,c,b,p,t,b,others,others,w,w,w,o,p,h,s,u
5773,0,f,y,others,f,n,f,c,n,p,e,?,s,others,w,w,w,o,others,h,y,d
5774,1,others,s,others,t,n,f,c,b,g,e,b,s,s,w,w,w,others,p,others,v,g
5775,1,x,s,others,t,f,f,c,b,p,t,b,others,others,w,w,w,o,p,h,v,u
5776,0,f,y,others,f,n,f,w,n,w,e,b,others,others,w,n,w,o,e,w,v,l
5777,0,x,y,others,f,n,f,c,n,p,e,?,s,others,w,w,w,o,others,h,v,d
5778,1,x,s,others,t,f,f,c,b,w,t,b,s,others,w,w,w,o,p,h,v,u
5779,0,x,y,w,f,n,f,c,n,w,e,?,s,others,w,w,w,o,others,h,v,d
5780,1,x,y,n,f,y,f,c,n,b,t,?,k,k,w,p,w,o,e,w,v,l
5781,0,x,s,others,t,n,f,c,b,others,e,?,s,s,others,w,w,others,e,w,c,others
5782,1,f,s,others,t,n,f,c,b,others,e,b,s,s,w,w,w,others,p,others,v,others
5783,1,f,y,n,f,n,f,c,n,w,e,?,k,others,w,others,w,o,e,w,v,d
5784,1,f,y,y,f,f,f,c,b,g,e,b,k,k,p,p,w,o,others,h,y,p
5785,1,f,s,w,t,f,f,c,b,h,t,b,s,others,w,w,w,o,p,h,v,g
5786,1,x,y,g,f,f,f,c,b,h,e,b,k,k,b,b,w,o,others,h,v,g
5787,0,f,y,e,t,n,f,c,b,w,e,?,s,s,others,others,w,others,e,w,c,others
5788,1,f,s,others,t,n,f,c,b,w,e,b,s,s,w,w,w,others,p,others,v,g
5789,1,others,s,others,t,n,f,c,b,w,e,b,s,s,w,w,w,others,p,others,v,others
5790,1,x,y,n,f,s,f,c,n,b,t,?,s,k,p,p,w,o,e,w,v,l
5791,1,x,s,others,t,f,f,c,b,p,t,b,others,s,w,w,w,o,p,h,v,u
5792,1,x,y,y,f,f,f,c,b,h,e,b,k,k,p,b,w,o,others,h,y,p
5793,1,others,y,w,t,n,f,c,b,g,e,b,s,s,w,w,w,others,p,others,v,g
5794,0,f,y,n,f,n,f,w,n,w,e,b,s,others,w,n,w,o,e,w,v,l
5795,1,f,others,y,f,f,f,c,b,g,e,b,k,k,p,p,w,o,others,h,y,g
5796,1,f,y,y,f,f,f,c,b,h,e,b,k,k,p,b,w,o,others,h,v,p
5797,1,f,y,y,f,f,f,c,b,p,e,b,k,k,n,p,w,o,others,h,v,g
5798,1,x,s,g,t,f,f,c,b,h,t,b,s,others,w,w,w,o,p,h,s,u
5799,1,x,y,e,f,y,f,c,n,b,t,?,s,k,w,p,w,o,e,w,v,l
5800,1,x,y,y,f,n,f,c,n,w,e,?,k,others,w,others,w,o,e,w,v,d
5801,1,x,y,n,f,f,f,c,n,b,t,?,k,k,p,w,w,o,e,w,v,p
5802,1,f,s,w,t,f,f,c,b,h,t,b,s,others,w,w,w,o,p,h,s,g
5803,1,f,others,g,f,f,f,c,b,p,e,b,k,k,b,n,w,o,others,h,y,g
5804,0,f,others,n,f,n,f,w,n,w,e,b,s,s,w,n,w,o,e,w,v,l
5805,1,x,s,g,t,f,f,c,b,w,t,b,others,s,w,w,w,o,p,h,s,g
5806,1,f,s,others,t,f,f,c,b,h,t,b,others,others,w,w,w,o,p,h,v,u
5807,0,f,s,e,t,n,f,c,b,others,e,?,s,s,others,others,w,others,e,w,c,others
5808,1,x,s,others,t,f,f,c,b,h,t,b,s,s,w,w,w,o,p,h,s,u
5809,1,f,y,y,f,f,f,c,b,p,e,b,k,k,b,n,w,o,others,h,v,d
5810,1,x,y,n,f,f,f,c,n,b,t,?,s,k,p,p,w,o,e,w,v,d
5811,1,f,s,w,t,f,f,c,b,p,t,b,s,s,w,w,w,o,p,h,v,g
5812,1,f,s,g,t,f,f,c,b,h,t,b,s,s,w,w,w,o,p,h,s,g
5813,1,f,y,y,f,f,f,c,b,p,e,b,k,k,n,n,w,o,others,h,v,g
5814,0,f,others,others,f,n,f,w,n,w,e,b,s,s,w,n,w,o,e,w,v,l
5815,1,x,y,n,f,s,f,c,n,b,t,?,k,k,p,p,w,o,e,w,v,l
5816,0,k,y,e,t,n,f,c,b,others,e,?,s,s,w,others,w,others,e,w,c,others
5817,1,x,y,n,f,y,f,c,n,b,t,?,k,s,w,w,w,o,e,w,v,l
5818,1,f,s,w,t,f,f,c,b,p,t,b,s,others,w,w,w,o,p,h,s,g
5819,1,x,y,e,f,y,f,c,n,b,t,?,s,k,p,p,w,o,e,w,v,l
5820,0,x,s,n,t,n,f,c,b,w,e,?,s,s,others,others,w,others,e,w,c,others
5821,1,f,y,g,f,f,f,c,b,h,e,b,k,k,p,p,w,o,others,h,v,p
5822,1,x,s,w,t,f,f,c,b,w,t,b,others,others,w,w,w,o,p,h,v,u
5823,0,f,s,e,t,n,f,c,b,w,e,?,s,s,others,others,w,others,e,w,c,others
5824,1,f,y,y,f,f,f,c,b,p,e,b,k,k,b,p,w,o,others,h,v,d
5825,1,f,y,y,f,f,f,c,b,p,e,b,k,k,n,p,w,o,others,h,v,d
5826,0,f,y,e,t,n,f,c,b,others,e,?,s,s,others,w,w,others,e,w,c,others
5827,1,f,s,g,t,f,f,c,b,p,t,b,others,others,w,w,w,o,p,h,v,g
5828,0,k,s,n,t,n,f,c,b,others,e,?,s,s,others,w,w,others,e,w,c,others
5829,1,f,y,y,f,f,f,c,b,p,e,b,k,k,n,b,w,o,others,h,y,d
5830,1,x,s,w,t,f,f,c,b,w,t,b,s,others,w,w,w,o,p,h,s,g
5831,1,x,y,n,f,s,f,c,n,b,t,?,s,k,p,p,w,o,e,w,v,p
5832,1,f,y,y,f,f,f,c,b,p,e,b,k,k,b,n,w,o,others,h,y,g
5833,1,f,y,w,t,n,f,c,b,others,e,b,s,s,w,w,w,others,p,others,v,g
5834,1,x,y,n,f,s,f,c,n,b,t,?,k,s,p,p,w,o,e,w,v,d
5835,0,f,y,w,f,n,f,c,n,w,e,?,s,others,w,w,w,o,others,h,v,d
5836,0,x,y,w,f,n,f,c,n,h,e,?,s,others,w,w,w,o,others,h,y,d
5837,1,x,y,n,f,f,f,c,n,b,t,?,s,s,p,w,w,o,e,w,v,p
5838,1,f,s,g,t,f,f,c,b,p,t,b,others,s,w,w,w,o,p,h,s,u
5839,0,x,y,others,f,n,f,c,n,w,e,?,s,others,w,w,w,o,others,h,v,d
5840,1,f,s,w,t,n,f,c,b,w,e,b,s,s,w,w,w,others,p,others,v,g
5841,1,x,y,y,f,f,f,c,b,g,e,b,k,k,p,b,w,o,others,h,v,d
5842,1,f,s,g,t,f,f,c,b,h,t,b,s,others,w,w,w,o,p,h,v,g
5843,1,f,y,y,f,f,f,c,b,g,e,b,k,k,p,n,w,o,others,h,y,p
5844,1,x,others,y,f,f,f,c,b,h,e,b,k,k,p,p,w,o,others,h,v,g
5845,1,f,y,y,f,f,f,c,b,h,e,b,k,k,p,n,w,o,others,h,y,d
5846,1,x,s,g,t,f,f,c,b,p,t,b,others,others,w,w,w,o,p,h,s,g
5847,0,f,y,others,f,n,f,c,n,u,e,?,s,others,w,w,w,o,others,h,v,d
5848,1,f,s,w,t,f,f,c,b,w,t,b,others,s,w,w,w,o,p,h,s,g
5849,0,k,s,n,t,n,f,c,b,w,e,?,s,s,others,others,w,others,e,w,c,others
5850,1,x,y,n,f,s,f,c,n,b,t,?,k,k,p,w,w,o,e,w,v,d
5851,1,x,s,g,t,f,f,c,b,w,t,b,others,others,w,w,w,o,p,h,s,g
5852,1,f,y,y,f,f,f,c,b,g,e,b,k,k,p,p,w,o,others,h,y,g
5853,1,others,s,w,t,n,f,c,b,w,e,b,s,s,w,w,w,others,p,others,v,others
5854,1,x,y,n,f,f,f,c,n,b,t,?,s,k,p,w,w,o,e,w,v,d
5855,1,others,s,others,t,n,f,c,b,w,e,b,s,s,w,w,w,others,p,others,v,others
5856,1,f,others,y,f,f,f,c,b,p,e,b,k,k,n,p,w,o,others,h,y,g
5857,1,x,y,g,f,f,f,c,b,g,e,b,k,k,n,b,w,o,others,h,y,d
5858,0,x,y,e,t,n,f,c,b,others,e,?,s,s,w,w,w,others,e,w,c,others
5859,0,k,s,others,t,n,f,c,b,w,e,?,s,s,others,others,w,others,e,w,c,others
5860,1,x,y,n,f,f,f,c,n,b,t,?,k,s,p,w,w,o,e,w,v,l
5861,0,x,s,e,t,n,f,c,b,others,e,?,s,s,others,others,w,others,e,w,c,others
5862,1,f,s,others,t,n,f,c,b,others,e,b,s,s,w,w,w,others,p,others,v,others
5863,0,f,s,n,t,n,f,c,b,w,e,?,s,s,w,w,w,others,e,w,c,others
5864,1,x,y,e,f,y,f,c,n,b,t,?,s,k,p,p,w,o,e,w,v,p
5865,0,f,y,others,t,n,f,c,b,w,e,?,s,s,others,others,w,others,e,w,c,others
5866,1,x,s,g,t,f,f,c,b,w,t,b,s,s,w,w,w,o,p,h,s,u
5867,1,f,s,others,t,n,f,c,b,g,e,b,s,s,w,w,w,others,p,others,v,g
5868,1,x,y,n,f,s,f,c,n,b,t,?,s,k,p,w,w,o,e,w,v,l
5869,1,x,y,e,f,y,f,c,n,b,t,?,k,s,w,w,w,o,e,w,v,l
5870,1,f,y,y,f,f,f,c,b,h,e,b,k,k,b,b,w,o,others,h,y,g
5871,1,x,y,n,f,f,f,c,n,b,t,?,s,k,w,p,w,o,e,w,v,l
5872,1,x,y,n,f,s,f,c,n,b,t,?,k,k,w,p,w,o,e,w,v,d
5873,1,f,s,g,t,f,f,c,b,w,t,b,others,s,w,w,w,o,p,h,v,u
5874,0,x,y,others,t,n,f,c,b,w,e,?,s,s,others,w,w,others,e,w,c,others
5875,0,x,y,others,f,n,f,c,n,u,e,?,s,others,w,w,w,o,others,h,y,d
5876,1,f,y,y,f,f,f,c,b,g,e,b,k,k,b,p,w,o,others,h,y,p
5877,1,x,s,g,t,f,f,c,b,h,t,b,s,others,w,w,w,o,p,h,v,g
5878,1,x,y,n,f,s,f,c,n,b,t,?,s,k,w,p,w,o,e,w,v,l
5879,1,f,s,g,t,f,f,c,b,h,t,b,s,others,w,w,w,o,p,h,v,u
5880,1,x,s,others,t,f,f,c,b,h,t,b,s,others,w,w,w,o,p,h,v,g
5881,1,x,others,y,f,f,f,c,b,h,e,b,k,k,b,p,w,o,others,h,y,g
5882,1,others,s,w,t,n,f,c,b,others,e,b,s,s,w,w,w,others,p,others,v,g
5883,0,k,y,n,t,n,f,c,b,others,e,?,s,s,others,others,w,others,e,w,c,others
5884,1,x,y,e,f,y,f,c,n,b,t,?,k,k,w,w,w,o,e,w,v,d
5885,1,f,y,y,f,f,f,c,b,p,e,b,k,k,b,n,w,o,others,h,v,p
5886,0,x,y,others,t,n,f,c,b,w,e,?,s,s,others,w,w,others,e,w,c,others
5887,1,x,s,others,t,f,f,c,b,p,t,b,s,others,w,w,w,o,p,h,v,g
5888,1,f,s,g,t,f,f,c,b,w,t,b,others,others,w,w,w,o,p,h,v,u
5889,1,f,s,others,t,f,f,c,b,p,t,b,s,s,w,w,w,o,p,h,s,u
5890,1,f,y,y,f,f,f,c,b,p,e,b,k,k,b,b,w,o,others,h,y,d
5891,1,x,y,n,f,f,f,c,n,b,t,?,s,s,w,p,w,o,e,w,v,p
5892,1,f,s,w,t,f,f,c,b,h,t,b,others,others,w,w,w,o,p,h,v,u
5893,0,k,y,n,t,n,f,c,b,others,e,?,s,s,w,w,w,others,e,w,c,others
5894,0,x,s,e,t,n,f,c,b,w,e,?,s,s,others,others,w,others,e,w,c,others
5895,0,x,y,w,f,n,f,c,n,p,e,?,s,others,w,w,w,o,others,h,v,d
5896,1,f,s,others,t,f,f,c,b,p,t,b,others,s,w,w,w,o,p,h,s,u
5897,1,f,s,g,t,f,f,c,b,h,t,b,s,s,w,w,w,o,p,h,s,u
5898,0,f,s,e,t,n,f,c,b,others,e,?,s,s,w,w,w,others,e,w,c,others
5899,1,f,y,y,f,f,f,c,b,p,e,b,k,k,b,p,w,o,others,h,y,g
5900,1,x,y,n,f,s,f,c,n,b,t,?,k,k,p,w,w,o,e,w,v,l
5901,1,f,s,w,t,n,f,c,b,g,e,b,s,s,w,w,w,others,p,others,v,g
5902,1,f,y,g,f,f,f,c,b,p,e,b,k,k,b,n,w,o,others,h,y,d
5903,0,x,others,n,f,n,f,w,n,w,e,b,s,s,w,n,w,o,e,w,v,l
5904,1,f,y,y,f,f,f,c,b,p,e,b,k,k,b,n,w,o,others,h,y,d
5905,1,x,s,w,t,f,f,c,b,p,t,b,others,s,w,w,w,o,p,h,s,u
5906,0,x,s,others,t,n,f,c,b,w,e,?,s,s,others,others,w,others,e,w,c,others
5907,0,x,s,others,t,n,f,c,b,w,e,?,s,s,w,others,w,others,e,w,c,others
5908,1,x,s,g,t,f,f,c,b,w,t,b,others,others,w,w,w,o,p,h,v,g
5909,1,f,others,g,f,f,f,c,b,p,e,b,k,k,p,n,w,o,others,h,y,p
5910,1,x,s,w,t,f,f,c,b,h,t,b,s,others,w,w,w,o,p,h,s,g
5911,1,x,others,y,f,f,f,c,b,h,e,b,k,k,n,p,w,o,others,h,v,p
5912,1,f,s,w,t,f,f,c,b,p,t,b,s,s,w,w,w,o,p,h,s,u
5913,0,k,y,n,t,n,f,c,b,w,e,?,s,s,others,others,w,others,e,w,c,others
5914,0,x,y,others,t,n,f,c,b,others,e,?,s,s,w,w,w,others,e,w,c,others
5915,1,f,y,y,f,f,f,c,b,g,e,b,k,k,b,b,w,o,others,h,y,g
5916,0,f,y,others,t,n,f,c,b,others,e,?,s,s,w,w,w,others,e,w,c,others
5917,0,x,s,e,t,n,f,c,b,w,e,?,s,s,w,w,w,others,e,w,c,others
5918,1,x,s,g,t,f,f,c,b,p,t,b,others,others,w,w,w,o,p,h,v,u
5919,1,f,s,others,t,f,f,c,b,w,t,b,s,s,w,w,w,o,p,h,v,u
5920,1,f,y,y,f,f,f,c,b,g,e,b,k,k,b,p,w,o,others,h,v,p
5921,1,x,s,others,t,f,f,c,b,h,t,b,s,others,w,w,w,o,p,h,v,u
5922,1,f,s,w,t,f,f,c,b,h,t,b,s,s,w,w,w,o,p,h,v,g
5923,1,f,y,y,f,f,f,c,b,g,e,b,k,k,b,n,w,o,others,h,v,g
5924,1,f,y,y,f,f,f,c,b,p,e,b,k,k,n,p,w,o,others,h,y,d
5925,1,f,y,g,f,f,f,c,b,h,e,b,k,k,n,p,w,o,others,h,y,p
5926,1,f,others,g,f,f,f,c,b,g,e,b,k,k,b,n,w,o,others,h,v,p
5927,1,others,s,others,t,n,f,c,b,g,e,b,s,s,w,w,w,others,p,others,v,others
5928,1,x,y,n,f,f,f,c,n,b,t,?,s,s,p,w,w,o,e,w,v,l
5929,1,others,s,w,t,n,f,c,b,w,e,b,s,s,w,w,w,others,p,others,v,g
5930,0,x,y,n,t,n,f,c,b,w,e,?,s,s,w,w,w,others,e,w,c,others
5931,1,x,y,n,f,y,f,c,n,b,t,?,s,s,p,w,w,o,e,w,v,p
5932,1,x,y,n,f,y,f,c,n,b,t,?,s,s,w,p,w,o,e,w,v,p
5933,1,x,y,n,f,f,f,c,n,b,t,?,k,s,w,p,w,o,e,w,v,p
5934,1,f,s,others,t,f,f,c,b,w,t,b,s,s,w,w,w,o,p,h,s,g
5935,1,others,y,y,f,n,f,c,n,w,e,?,k,others,w,n,w,o,e,w,v,d
5936,1,x,s,g,t,f,f,c,b,w,t,b,others,others,w,w,w,o,p,h,v,u
5937,0,f,y,others,t,n,f,c,b,others,e,?,s,s,w,w,w,others,e,w,c,others
5938,0,k,s,others,t,n,f,c,b,others,e,?,s,s,others,others,w,others,e,w,c,others
5939,0,f,y,n,t,n,f,c,b,w,e,?,s,s,others,others,w,others,e,w,c,others
5940,1,others,y,others,t,n,f,c,b,g,e,b,s,s,w,w,w,others,p,others,v,others
5941,1,x,s,g,t,f,f,c,b,w,t,b,s,others,w,w,w,o,p,h,v,g
5942,1,x,s,g,t,f,f,c,b,p,t,b,s,s,w,w,w,o,p,h,s,g
5943,1,x,others,y,f,f,f,c,b,p,e,b,k,k,n,n,w,o,others,h,v,g
5944,1,x,y,n,f,s,f,c,n,b,t,?,k,s,p,w,w,o,e,w,v,p
5945,1,f,y,others,t,n,f,c,b,w,e,b,s,s,w,w,w,others,p,others,v,g
5946,1,x,s,others,t,f,f,c,b,h,t,b,others,others,w,w,w,o,p,h,v,u
5947,1,others,s,others,t,n,f,c,b,others,e,b,s,s,w,w,w,others,p,others,v,g
5948,0,f,y,w,f,n,f,c,n,p,e,?,s,others,w,w,w,o,others,h,y,d
5949,0,x,y,n,f,n,f,w,n,w,e,b,others,s,w,n,w,o,e,w,v,l
5950,1,x,others,y,f,f,f,c,b,p,e,b,k,k,n,n,w,o,others,h,v,p
5951,1,f,s,others,t,f,f,c,b,h,t,b,s,others,w,w,w,o,p,h,v,g
5952,1,f,y,y,f,f,f,c,b,g,e,b,k,k,n,p,w,o,others,h,v,g
5953,0,k,s,e,t,n,f,c,b,others,e,?,s,s,others,others,w,others,e,w,c,others
5954,1,f,others,y,f,f,f,c,b,h,e,b,k,k,p,p,w,o,others,h,y,p
5955,1,others,others,n,f,n,f,c,n,w,e,?,k,others,w,n,w,o,e,w,v,d
5956,1,x,y,n,f,s,f,c,n,b,t,?,k,s,p,p,w,o,e,w,v,p
5957,1,f,y,y,f,f,f,c,b,h,e,b,k,k,n,b,w,o,others,h,y,d
5958,1,x,y,y,f,f,f,c,b,g,e,b,k,k,n,b,w,o,others,h,y,g
5959,1,x,s,g,t,f,f,c,b,p,t,b,others,s,w,w,w,o,p,h,s,g
5960,1,x,y,n,f,f,f,c,n,b,t,?,s,k,w,p,w,o,e,w,v,d
5961,0,x,y,n,t,n,f,c,b,w,e,?,s,s,others,w,w,others,e,w,c,others
5962,0,f,y,n,f,n,f,w,n,w,e,b,others,others,w,n,w,o,e,w,v,l
5963,1,f,y,others,t,n,f,c,b,g,e,b,s,s,w,w,w,others,p,others,v,g
5964,1,k,others,n,f,n,f,c,n,w,e,?,k,others,w,others,w,o,e,w,v,d
5965,1,f,y,g,f,f,f,c,b,h,e,b,k,k,p,n,w,o,others,h,v,g
5966,1,x,y,n,f,s,f,c,n,b,t,?,k,k,p,w,w,o,e,w,v,p
5967,1,f,others,g,f,f,f,c,b,h,e,b,k,k,p,p,w,o,others,h,y,d
5968,1,f,others,g,f,f,f,c,b,p,e,b,k,k,b,p,w,o,others,h,v,d
5969,1,x,s,g,t,f,f,c,b,p,t,b,s,others,w,w,w,o,p,h,s,g
5970,0,x,y,others,f,n,f,c,n,u,e,?,s,others,w,w,w,o,others,h,y,d
5971,1,x,y,n,f,y,f,c,n,b,t,?,k,s,p,p,w,o,e,w,v,p
5972,1,f,s,others,t,n,f,c,b,g,e,b,s,s,w,w,w,others,p,others,v,others
5973,1,x,y,e,f,y,f,c,n,b,t,?,k,k,p,p,w,o,e,w,v,l
5974,1,f,s,others,t,f,f,c,b,w,t,b,s,s,w,w,w,o,p,h,v,g
5975,1,x,s,others,t,f,f,c,b,w,t,b,s,s,w,w,w,o,p,h,v,u
5976,0,k,s,e,t,n,f,c,b,others,e,?,s,s,w,w,w,others,e,w,c,others
5977,1,f,s,others,t,f,f,c,b,w,t,b,s,others,w,w,w,o,p,h,s,g
5978,0,x,others,n,f,n,f,w,n,w,e,b,others,others,w,n,w,o,e,w,v,l
5979,1,f,y,y,f,f,f,c,b,p,e,b,k,k,p,n,w,o,others,h,v,d
5980,0,f,y,w,f,n,f,c,n,w,e,?,s,others,w,w,w,o,others,h,y,d
5981,1,f,s,w,t,f,f,c,b,w,t,b,s,s,w,w,w,o,p,h,s,u
5982,1,f,s,others,t,n,f,c,b,others,e,b,s,s,w,w,w,others,p,others,v,g
5983,1,f,y,y,f,f,f,c,b,p,e,b,k,k,p,n,w,o,others,h,y,d
5984,1,f,s,g,t,f,f,c,b,h,t,b,s,others,w,w,w,o,p,h,s,g
5985,1,x,y,n,f,f,f,c,n,b,t,?,s,k,p,w,w,o,e,w,v,l
5986,1,f,y,y,f,f,f,c,b,g,e,b,k,k,b,b,w,o,others,h,v,g
5987,1,f,s,g,t,f,f,c,b,h,t,b,others,s,w,w,w,o,p,h,s,g
5988,1,f,s,w,t,f,f,c,b,h,t,b,s,others,w,w,w,o,p,h,s,u
5989,1,x,y,n,f,s,f,c,n,b,t,?,s,k,w,w,w,o,e,w,v,d
5990,1,f,others,y,f,f,f,c,b,p,e,b,k,k,n,n,w,o,others,h,y,d
5991,1,x,y,n,f,f,f,c,n,b,t,?,k,k,w,p,w,o,e,w,v,d
5992,1,others,y,others,t,n,f,c,b,g,e,b,s,s,w,w,w,others,p,others,v,g
5993,1,f,y,y,f,f,f,c,b,g,e,b,k,k,b,p,w,o,others,h,v,g
5994,1,x,y,e,f,y,f,c,n,b,t,?,k,s,w,p,w,o,e,w,v,l
5995,1,x,y,n,f,f,f,c,n,b,t,?,k,s,w,w,w,o,e,w,v,d
5996,0,k,y,others,t,n,f,c,b,others,e,?,s,s,w,w,w,others,e,w,c,others
5997,0,x,y,w,f,n,f,c,n,p,e,?,s,others,w,w,w,o,others,h,y,d
5998,1,f,s,others,t,f,f,c,b,p,t,b,s,others,w,w,w,o,p,h,v,u
5999,1,f,y,y,f,f,f,c,b,g,e,b,k,k,n,p,w,o,others,h,y,g
6000,1,x,y,e,f,f,f,c,n,b,t,?,k,s,p,p,w,o,e,w,v,p
6001,1,f,s,e,f,s,f,c,n,b,t,?,k,s,p,p,w,o,e,w,v,d
6002,1,x,y,e,f,f,f,c,n,b,t,?,s,s,w,p,w,o,e,w,v,d
6003,1,x,s,n,f,f,f,c,n,b,t,?,k,k,w,w,w,o,e,w,v,p
6004,1,f,y,n,f,f,f,c,n,b,t,?,k,s,w,w,w,o,e,w,v,p
